auroc,auprc,f1,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6342764378478664,0.5557192840843335,0.5723504273504273,1000,1765561748,,False,1,cfbaa_00001,2025-12-12_12-49-08,647.7100367546082,647.7100367546082,3375995,gpu2001.oscar.ccv.brown.edu,172.20.216.1,647.7100367546082,1
