auroc,auprc,f1,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.736072459286745,0.6008932928409882,0.6739229024943311,1000,1765562955,,False,1,cfbaa_00005,2025-12-12_13-09-15,216.44143962860107,216.44143962860107,1157774,gpu2001.oscar.ccv.brown.edu,172.20.216.1,216.44143962860107,1
