auroc,auprc,f1,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7007446918161205,0.5524977177019359,0.6284552845528455,1000,1765561094,,False,1,cfbaa_00000,2025-12-12_12-38-14,219.87973523139954,219.87973523139954,1971574,gpu2001.oscar.ccv.brown.edu,172.20.216.1,219.87973523139954,1
