auroc,auprc,f1,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7203411667697383,0.6029386748679204,0.634865540963102,1000,1765562484,,False,1,cfbaa_00003,2025-12-12_13-01-24,261.6825735569,261.6825735569,2180495,gpu2001.oscar.ccv.brown.edu,172.20.216.1,261.6825735569,1
